0.0,0.39814815,0.07906977,0.19178082
1.0,0.8693694,0.71945703,0.8464912
1.0,0.59358287,0.26881722,0.31606218
0.0,0.5445026,0.11578947,0.24257426
0.0,0.32950193,0.053846154,0.16117217
0.0,0.59030837,0.15044248,0.30165288
1.0,0.75977653,0.505618,0.48430493
0.0,0.516129,0.07027027,0.27083334
0.0,0.4408602,0.11891892,0.22395833
1.0,0.9794521,0.9172414,0.9
1.0,0.9513889,0.7972028,0.89403975
1.0,0.9764706,0.8579882,0.8232044
1.0,0.8117647,0.556213,0.4597701
0.0,0.44117647,0.030303031,0.30555555
0.0,0.4888889,0.06741573,0.2826087
1.0,0.81395346,0.67058825,0.7888889
0.0,0.6111111,0.15492958,0.32467532
1.0,1.0,1.0,1.0
1.0,0.6340206,0.20207255,0.36893204
1.0,0.5829384,0.2904762,0.41666666
1.0,0.63793105,0.42857143,0.48987854
0.0,0.42038217,0.07692308,0.21875
1.0,0.6877637,0.40677965,0.5163934
1.0,0.6766467,0.3192771,0.47252747
1.0,0.7692308,0.53355706,0.60645163
1.0,0.7122642,0.37914693,0.53669727
1.0,0.62992126,0.33992094,0.3943662
1.0,0.71573603,0.26020408,0.34313726
0.0,0.33206108,0.03065134,0.15302491
1.0,0.7172131,0.3621399,0.4559387
1.0,0.87826085,0.7117904,0.82
1.0,0.5298013,0.3554817,0.45
0.0,0.57211536,0.14009662,0.2293578
0.0,0.31967214,0.041152265,0.16535433
0.0,0.53,0.1356784,0.26046512
1.0,0.78,0.65829146,0.6699029
0.0,0.6526946,0.18674698,0.35519126
0.0,0.44394618,0.15315315,0.23376623
1.0,0.66502464,0.3910891,0.3492647
1.0,0.7281553,0.30731708,0.34761906
1.0,0.7620482,0.5498489,0.56772333
1.0,0.9470199,0.67333335,0.7743902
1.0,0.36842105,0.061946902,0.19298245
0.0,0.53289473,0.09933775,0.21818182
0.0,0.61849713,0.16860466,0.26666668
0.0,0.5103093,0.09326425,0.22110553
0.0,0.57983196,0.11814346,0.22891566
0.0,0.40703517,0.065656565,0.17224881
0.0,0.5154639,0.093103446,0.23684211
1.0,0.5845411,0.27669904,0.29493088
1.0,0.6171875,0.33858266,0.5037594
1.0,1.0,0.96153843,0.9117647
1.0,0.9916667,0.96638656,0.99230766
0.0,0.5505618,0.15819208,0.28333333
0.0,0.41935483,0.07608695,0.26168224
1.0,0.83516484,0.45555556,0.64705884
1.0,0.9270833,0.69473684,0.85
0.0,0.49289098,0.057142857,0.23502304
1.0,0.70873785,0.52682924,0.6619718
1.0,0.863388,0.66483516,0.7911111
1.0,0.96060604,0.92097265,0.9298246
0.0,0.43801653,0.083333336,0.22307692
1.0,0.7336683,0.35353535,0.490099
1.0,0.5138889,0.093023255,0.25203252
0.0,0.4861111,0.07906977,0.22767857
1.0,0.84518826,0.5462185,0.6437247
1.0,0.485,0.10552764,0.24271844
1.0,0.9506726,0.8783784,0.83950615
1.0,0.5512195,0.32843137,0.28301886
0.0,0.36125654,0.031578947,0.16176471
